Systematic Name,Standard Name,complex,term_link,gene_link
YER148W,SPT15,RNA polymerase I core factor complex,<a href='https://www.yeastgenome.org/go/GO:0070860' target='_blank'>RNA polymerase I core factor complex</a>,<a href='https://www.yeastgenome.org/locus/YER148W/go' target='_blank'>YER148W</a>
YER148W,SPT15,RNA polymerase I transcription factor complex,<a href='https://www.yeastgenome.org/go/GO:0000120' target='_blank'>RNA polymerase I transcription factor complex</a>,<a href='https://www.yeastgenome.org/locus/YER148W/go' target='_blank'>YER148W</a>
YER148W,SPT15,RNA polymerase I upstream activating factor complex,<a href='https://www.yeastgenome.org/go/GO:0000500' target='_blank'>RNA polymerase I upstream activating factor complex</a>,<a href='https://www.yeastgenome.org/locus/YER148W/go' target='_blank'>YER148W</a>
YER148W,SPT15,RNA polymerase II transcription factor complex,<a href='https://www.yeastgenome.org/go/GO:0090575' target='_blank'>RNA polymerase II transcription factor complex</a>,<a href='https://www.yeastgenome.org/locus/YER148W/go' target='_blank'>YER148W</a>
YER148W,SPT15,transcription factor TFIID complex,<a href='https://www.yeastgenome.org/go/GO:0005669' target='_blank'>transcription factor TFIID complex</a>,<a href='https://www.yeastgenome.org/locus/YER148W/go' target='_blank'>YER148W</a>
YER148W,SPT15,transcription factor TFIIIB complex,<a href='https://www.yeastgenome.org/go/GO:0000126' target='_blank'>transcription factor TFIIIB complex</a>,<a href='https://www.yeastgenome.org/locus/YER148W/go' target='_blank'>YER148W</a>
YER148W,SPT15,transcription factor complex,<a href='https://www.yeastgenome.org/go/GO:0005667' target='_blank'>transcription factor complex</a>,<a href='https://www.yeastgenome.org/locus/YER148W/go' target='_blank'>YER148W</a>
YMR121C,RPL15B,cytosolic large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0022625' target='_blank'>cytosolic large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YMR121C/go' target='_blank'>YMR121C</a>
YMR121C,RPL15B,cytosolic ribosome,<a href='https://www.yeastgenome.org/go/GO:0022626' target='_blank'>cytosolic ribosome</a>,<a href='https://www.yeastgenome.org/locus/YMR121C/go' target='_blank'>YMR121C</a>
YMR121C,RPL15B,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YMR121C/go' target='_blank'>YMR121C</a>
YMR121C,RPL15B,large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0015934' target='_blank'>large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YMR121C/go' target='_blank'>YMR121C</a>
YMR121C,RPL15B,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YMR121C/go' target='_blank'>YMR121C</a>
YJL033W,HCA4,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YJL033W/go' target='_blank'>YJL033W</a>
YJL033W,HCA4,preribosome,<a href='https://www.yeastgenome.org/go/GO:0030684' target='_blank'>preribosome</a>,<a href='https://www.yeastgenome.org/locus/YJL033W/go' target='_blank'>YJL033W</a>
YJL033W,HCA4,small-subunit processome,<a href='https://www.yeastgenome.org/go/GO:0032040' target='_blank'>small-subunit processome</a>,<a href='https://www.yeastgenome.org/locus/YJL033W/go' target='_blank'>YJL033W</a>
YOL051W,GAL11,"DNA-directed RNA polymerase II, holoenzyme","<a href='https://www.yeastgenome.org/go/GO:0016591' target='_blank'>DNA-directed RNA polymerase II, holoenzyme</a>",<a href='https://www.yeastgenome.org/locus/YOL051W/go' target='_blank'>YOL051W</a>
YOL051W,GAL11,RNA polymerase II transcription factor complex,<a href='https://www.yeastgenome.org/go/GO:0090575' target='_blank'>RNA polymerase II transcription factor complex</a>,<a href='https://www.yeastgenome.org/locus/YOL051W/go' target='_blank'>YOL051W</a>
YOL051W,GAL11,core mediator complex,<a href='https://www.yeastgenome.org/go/GO:0070847' target='_blank'>core mediator complex</a>,<a href='https://www.yeastgenome.org/locus/YOL051W/go' target='_blank'>YOL051W</a>
YOL051W,GAL11,transcription factor complex,<a href='https://www.yeastgenome.org/go/GO:0005667' target='_blank'>transcription factor complex</a>,<a href='https://www.yeastgenome.org/locus/YOL051W/go' target='_blank'>YOL051W</a>
YPL173W,MRPL40,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YPL173W/go' target='_blank'>YPL173W</a>
YPL173W,MRPL40,large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0015934' target='_blank'>large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YPL173W/go' target='_blank'>YPL173W</a>
YPL173W,MRPL40,mitochondrial large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0005762' target='_blank'>mitochondrial large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YPL173W/go' target='_blank'>YPL173W</a>
YPL173W,MRPL40,mitochondrial ribosome,<a href='https://www.yeastgenome.org/go/GO:0005761' target='_blank'>mitochondrial ribosome</a>,<a href='https://www.yeastgenome.org/locus/YPL173W/go' target='_blank'>YPL173W</a>
YPL173W,MRPL40,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YPL173W/go' target='_blank'>YPL173W</a>
YEL013W,VAC8,Myo2p-Vac17p-Vac8p transport complex,<a href='https://www.yeastgenome.org/go/GO:0071563' target='_blank'>Myo2p-Vac17p-Vac8p transport complex</a>,<a href='https://www.yeastgenome.org/locus/YEL013W/go' target='_blank'>YEL013W</a>
YML121W,GTR1,EGO complex,<a href='https://www.yeastgenome.org/go/GO:0034448' target='_blank'>EGO complex</a>,<a href='https://www.yeastgenome.org/locus/YML121W/go' target='_blank'>YML121W</a>
YML121W,GTR1,Gtr1-Gtr2 GTPase complex,<a href='https://www.yeastgenome.org/go/GO:1990131' target='_blank'>Gtr1-Gtr2 GTPase complex</a>,<a href='https://www.yeastgenome.org/locus/YML121W/go' target='_blank'>YML121W</a>
YDR060W,MAK21,90S preribosome,<a href='https://www.yeastgenome.org/go/GO:0030686' target='_blank'>90S preribosome</a>,<a href='https://www.yeastgenome.org/locus/YDR060W/go' target='_blank'>YDR060W</a>
YDR060W,MAK21,Noc1p-Noc2p complex,<a href='https://www.yeastgenome.org/go/GO:0030690' target='_blank'>Noc1p-Noc2p complex</a>,<a href='https://www.yeastgenome.org/locus/YDR060W/go' target='_blank'>YDR060W</a>
YDR060W,MAK21,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YDR060W/go' target='_blank'>YDR060W</a>
YDR060W,MAK21,"preribosome, large subunit precursor","<a href='https://www.yeastgenome.org/go/GO:0030687' target='_blank'>preribosome, large subunit precursor</a>",<a href='https://www.yeastgenome.org/locus/YDR060W/go' target='_blank'>YDR060W</a>
YDR060W,MAK21,preribosome,<a href='https://www.yeastgenome.org/go/GO:0030684' target='_blank'>preribosome</a>,<a href='https://www.yeastgenome.org/locus/YDR060W/go' target='_blank'>YDR060W</a>
YHR167W,THP2,THO complex part of transcription export complex,<a href='https://www.yeastgenome.org/go/GO:0000445' target='_blank'>THO complex part of transcription export complex</a>,<a href='https://www.yeastgenome.org/locus/YHR167W/go' target='_blank'>YHR167W</a>
YHR167W,THP2,nucleoplasmic THO complex,<a href='https://www.yeastgenome.org/go/GO:0000446' target='_blank'>nucleoplasmic THO complex</a>,<a href='https://www.yeastgenome.org/locus/YHR167W/go' target='_blank'>YHR167W</a>
YHR167W,THP2,transcription elongation factor complex,<a href='https://www.yeastgenome.org/go/GO:0008023' target='_blank'>transcription elongation factor complex</a>,<a href='https://www.yeastgenome.org/locus/YHR167W/go' target='_blank'>YHR167W</a>
YHR167W,THP2,transcription export complex,<a href='https://www.yeastgenome.org/go/GO:0000346' target='_blank'>transcription export complex</a>,<a href='https://www.yeastgenome.org/locus/YHR167W/go' target='_blank'>YHR167W</a>
YPL228W,CET1,mRNA cap methyltransferase complex,<a href='https://www.yeastgenome.org/go/GO:0031533' target='_blank'>mRNA cap methyltransferase complex</a>,<a href='https://www.yeastgenome.org/locus/YPL228W/go' target='_blank'>YPL228W</a>
YPL037C,EGD1,nascent polypeptide-associated complex,<a href='https://www.yeastgenome.org/go/GO:0005854' target='_blank'>nascent polypeptide-associated complex</a>,<a href='https://www.yeastgenome.org/locus/YPL037C/go' target='_blank'>YPL037C</a>
YNL209W,SSB2,cytoplasmic stress granule,<a href='https://www.yeastgenome.org/go/GO:0010494' target='_blank'>cytoplasmic stress granule</a>,<a href='https://www.yeastgenome.org/locus/YNL209W/go' target='_blank'>YNL209W</a>
YNL209W,SSB2,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YNL209W/go' target='_blank'>YNL209W</a>
YNL209W,SSB2,polysome,<a href='https://www.yeastgenome.org/go/GO:0005844' target='_blank'>polysome</a>,<a href='https://www.yeastgenome.org/locus/YNL209W/go' target='_blank'>YNL209W</a>
YGR184C,UBR1,proteasome complex,<a href='https://www.yeastgenome.org/go/GO:0000502' target='_blank'>proteasome complex</a>,<a href='https://www.yeastgenome.org/locus/YGR184C/go' target='_blank'>YGR184C</a>
YGR184C,UBR1,"proteasome regulatory particle, base subcomplex","<a href='https://www.yeastgenome.org/go/GO:0008540' target='_blank'>proteasome regulatory particle, base subcomplex</a>",<a href='https://www.yeastgenome.org/locus/YGR184C/go' target='_blank'>YGR184C</a>
YGR184C,UBR1,proteasome regulatory particle,<a href='https://www.yeastgenome.org/go/GO:0005838' target='_blank'>proteasome regulatory particle</a>,<a href='https://www.yeastgenome.org/locus/YGR184C/go' target='_blank'>YGR184C</a>
YJR033C,RAV1,RAVE complex,<a href='https://www.yeastgenome.org/go/GO:0043291' target='_blank'>RAVE complex</a>,<a href='https://www.yeastgenome.org/locus/YJR033C/go' target='_blank'>YJR033C</a>
YBR120C,CBP6,Cbp3p-Cbp6 complex,<a href='https://www.yeastgenome.org/go/GO:0061671' target='_blank'>Cbp3p-Cbp6 complex</a>,<a href='https://www.yeastgenome.org/locus/YBR120C/go' target='_blank'>YBR120C</a>
YBR120C,CBP6,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YBR120C/go' target='_blank'>YBR120C</a>
YBR120C,CBP6,mitochondrial ribosome,<a href='https://www.yeastgenome.org/go/GO:0005761' target='_blank'>mitochondrial ribosome</a>,<a href='https://www.yeastgenome.org/locus/YBR120C/go' target='_blank'>YBR120C</a>
YBR120C,CBP6,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YBR120C/go' target='_blank'>YBR120C</a>
YER056C-A,RPL34A,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YER056C-A/go' target='_blank'>YER056C-A</a>
YER056C-A,RPL34A,"preribosome, large subunit precursor","<a href='https://www.yeastgenome.org/go/GO:0030687' target='_blank'>preribosome, large subunit precursor</a>",<a href='https://www.yeastgenome.org/locus/YER056C-A/go' target='_blank'>YER056C-A</a>
YER056C-A,RPL34A,preribosome,<a href='https://www.yeastgenome.org/go/GO:0030684' target='_blank'>preribosome</a>,<a href='https://www.yeastgenome.org/locus/YER056C-A/go' target='_blank'>YER056C-A</a>
YCL017C,NFS1,L-cysteine desulfurase complex,<a href='https://www.yeastgenome.org/go/GO:1990221' target='_blank'>L-cysteine desulfurase complex</a>,<a href='https://www.yeastgenome.org/locus/YCL017C/go' target='_blank'>YCL017C</a>
YDL083C,RPS16B,cytosolic ribosome,<a href='https://www.yeastgenome.org/go/GO:0022626' target='_blank'>cytosolic ribosome</a>,<a href='https://www.yeastgenome.org/locus/YDL083C/go' target='_blank'>YDL083C</a>
YDL083C,RPS16B,cytosolic small ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0022627' target='_blank'>cytosolic small ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YDL083C/go' target='_blank'>YDL083C</a>
YDL083C,RPS16B,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YDL083C/go' target='_blank'>YDL083C</a>
YDL083C,RPS16B,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YDL083C/go' target='_blank'>YDL083C</a>
YDL083C,RPS16B,small ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0015935' target='_blank'>small ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YDL083C/go' target='_blank'>YDL083C</a>
YER173W,RAD24,Rad17 RFC-like complex,<a href='https://www.yeastgenome.org/go/GO:0031389' target='_blank'>Rad17 RFC-like complex</a>,<a href='https://www.yeastgenome.org/locus/YER173W/go' target='_blank'>YER173W</a>
YPL045W,VPS16,CORVET complex,<a href='https://www.yeastgenome.org/go/GO:0033263' target='_blank'>CORVET complex</a>,<a href='https://www.yeastgenome.org/locus/YPL045W/go' target='_blank'>YPL045W</a>
YPL045W,VPS16,HOPS complex,<a href='https://www.yeastgenome.org/go/GO:0030897' target='_blank'>HOPS complex</a>,<a href='https://www.yeastgenome.org/locus/YPL045W/go' target='_blank'>YPL045W</a>
YPL232W,SSO1,SNARE complex,<a href='https://www.yeastgenome.org/go/GO:0031201' target='_blank'>SNARE complex</a>,<a href='https://www.yeastgenome.org/locus/YPL232W/go' target='_blank'>YPL232W</a>
YPL155C,KIP2,cytoplasmic microtubule,<a href='https://www.yeastgenome.org/go/GO:0005881' target='_blank'>cytoplasmic microtubule</a>,<a href='https://www.yeastgenome.org/locus/YPL155C/go' target='_blank'>YPL155C</a>
YPL155C,KIP2,kinesin complex,<a href='https://www.yeastgenome.org/go/GO:0005871' target='_blank'>kinesin complex</a>,<a href='https://www.yeastgenome.org/locus/YPL155C/go' target='_blank'>YPL155C</a>
YPL155C,KIP2,microtubule,<a href='https://www.yeastgenome.org/go/GO:0005874' target='_blank'>microtubule</a>,<a href='https://www.yeastgenome.org/locus/YPL155C/go' target='_blank'>YPL155C</a>
YKL173W,SNU114,U4/U6 x U5 tri-snRNP complex,<a href='https://www.yeastgenome.org/go/GO:0046540' target='_blank'>U4/U6 x U5 tri-snRNP complex</a>,<a href='https://www.yeastgenome.org/locus/YKL173W/go' target='_blank'>YKL173W</a>
YKL173W,SNU114,U5 snRNP,<a href='https://www.yeastgenome.org/go/GO:0005682' target='_blank'>U5 snRNP</a>,<a href='https://www.yeastgenome.org/locus/YKL173W/go' target='_blank'>YKL173W</a>
YKL173W,SNU114,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YKL173W/go' target='_blank'>YKL173W</a>
YKL173W,SNU114,small nuclear ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030532' target='_blank'>small nuclear ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YKL173W/go' target='_blank'>YKL173W</a>
YGR027C,RPS25A,cytosolic ribosome,<a href='https://www.yeastgenome.org/go/GO:0022626' target='_blank'>cytosolic ribosome</a>,<a href='https://www.yeastgenome.org/locus/YGR027C/go' target='_blank'>YGR027C</a>
YGR027C,RPS25A,cytosolic small ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0022627' target='_blank'>cytosolic small ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YGR027C/go' target='_blank'>YGR027C</a>
YGR027C,RPS25A,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YGR027C/go' target='_blank'>YGR027C</a>
YGR027C,RPS25A,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YGR027C/go' target='_blank'>YGR027C</a>
YGR027C,RPS25A,small ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0015935' target='_blank'>small ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YGR027C/go' target='_blank'>YGR027C</a>
YLL045C,RPL8B,cytosolic large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0022625' target='_blank'>cytosolic large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YLL045C/go' target='_blank'>YLL045C</a>
YLL045C,RPL8B,cytosolic ribosome,<a href='https://www.yeastgenome.org/go/GO:0022626' target='_blank'>cytosolic ribosome</a>,<a href='https://www.yeastgenome.org/locus/YLL045C/go' target='_blank'>YLL045C</a>
YLL045C,RPL8B,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YLL045C/go' target='_blank'>YLL045C</a>
YLL045C,RPL8B,large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0015934' target='_blank'>large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YLL045C/go' target='_blank'>YLL045C</a>
YLL045C,RPL8B,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YLL045C/go' target='_blank'>YLL045C</a>
YGL009C,LEU1,cytoplasmic stress granule,<a href='https://www.yeastgenome.org/go/GO:0010494' target='_blank'>cytoplasmic stress granule</a>,<a href='https://www.yeastgenome.org/locus/YGL009C/go' target='_blank'>YGL009C</a>
