Systematic Name,Standard Name,pathway,Reference,term_link,gene_link
YCL030C,HIS4,histidine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9822821' target='_blank'>9822821</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000041612' target='_blank'>S000041612</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852895' target='_blank'>8852895</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000057959' target='_blank'>S000057959</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15744050' target='_blank'>15744050</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=HISTIDINE-SYN"" target=""_blank"">histidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YCL030C' target='_blank'>YCL030C</a>
YCL030C,HIS4,histidine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9822821' target='_blank'>9822821</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000041612' target='_blank'>S000041612</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852895' target='_blank'>8852895</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000057959' target='_blank'>S000057959</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15744050' target='_blank'>15744050</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=HISTIDINE-SYN"" target=""_blank"">histidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YCL030C' target='_blank'>YCL030C</a>
YFR025C,HIS2,histidine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9822821' target='_blank'>9822821</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000041612' target='_blank'>S000041612</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852895' target='_blank'>8852895</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000057959' target='_blank'>S000057959</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15744050' target='_blank'>15744050</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=HISTIDINE-SYN"" target=""_blank"">histidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YFR025C' target='_blank'>YFR025C</a>
YIL116W,HIS5,histidine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9822821' target='_blank'>9822821</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000041612' target='_blank'>S000041612</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852895' target='_blank'>8852895</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000057959' target='_blank'>S000057959</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15744050' target='_blank'>15744050</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=HISTIDINE-SYN"" target=""_blank"">histidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YIL116W' target='_blank'>YIL116W</a>
YOR202W,HIS3,histidine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9822821' target='_blank'>9822821</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000041612' target='_blank'>S000041612</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852895' target='_blank'>8852895</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000057959' target='_blank'>S000057959</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15744050' target='_blank'>15744050</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=HISTIDINE-SYN"" target=""_blank"">histidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YOR202W' target='_blank'>YOR202W</a>
YIL020C,HIS6,histidine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9822821' target='_blank'>9822821</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000041612' target='_blank'>S000041612</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852895' target='_blank'>8852895</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000057959' target='_blank'>S000057959</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15744050' target='_blank'>15744050</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=HISTIDINE-SYN"" target=""_blank"">histidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YIL020C' target='_blank'>YIL020C</a>
YCL030C,HIS4,histidine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9822821' target='_blank'>9822821</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000041612' target='_blank'>S000041612</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852895' target='_blank'>8852895</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000057959' target='_blank'>S000057959</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15744050' target='_blank'>15744050</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=HISTIDINE-SYN"" target=""_blank"">histidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YCL030C' target='_blank'>YCL030C</a>
YCL030C,HIS4,histidine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9822821' target='_blank'>9822821</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000041612' target='_blank'>S000041612</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852895' target='_blank'>8852895</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000057959' target='_blank'>S000057959</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15744050' target='_blank'>15744050</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=HISTIDINE-SYN"" target=""_blank"">histidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YCL030C' target='_blank'>YCL030C</a>
YJR130C,STR2,homocysteine and cysteine interconversion,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9409150' target='_blank'>9409150</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000055397' target='_blank'>S000055397</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=HOMOCYS-CYS-CONVERT&redirect=T"" target=""_blank"">homocysteine and cysteine interconversion</a>",<a href='https://www.yeastgenome.org/locus/YJR130C' target='_blank'>YJR130C</a>
YGL184C,STR3,homocysteine and cysteine interconversion,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9409150' target='_blank'>9409150</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000055397' target='_blank'>S000055397</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=HOMOCYS-CYS-CONVERT&redirect=T"" target=""_blank"">homocysteine and cysteine interconversion</a>",<a href='https://www.yeastgenome.org/locus/YGL184C' target='_blank'>YGL184C</a>
YLR303W,MET17,homocysteine biosynthesis, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=CYSTEINE-SYN2-PWY"" target=""_blank"">homocysteine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YLR303W' target='_blank'>YLR303W</a>
YNL277W,MET2,homocysteine biosynthesis, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=CYSTEINE-SYN2-PWY"" target=""_blank"">homocysteine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YNL277W' target='_blank'>YNL277W</a>
YER052C,HOM3,homoserine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1789001' target='_blank'>1789001</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/14745783' target='_blank'>14745783</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000075415' target='_blank'>S000075415</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=HOMOSERSYN-PWY&redirect=T"" target=""_blank"">homoserine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YER052C' target='_blank'>YER052C</a>
YDR158W,HOM2,homoserine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1789001' target='_blank'>1789001</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/14745783' target='_blank'>14745783</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000075415' target='_blank'>S000075415</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=HOMOSERSYN-PWY&redirect=T"" target=""_blank"">homoserine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDR158W' target='_blank'>YDR158W</a>
YJR139C,HOM6,homoserine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1789001' target='_blank'>1789001</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/14745783' target='_blank'>14745783</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000075415' target='_blank'>S000075415</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=HOMOSERSYN-PWY&redirect=T"" target=""_blank"">homoserine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YJR139C' target='_blank'>YJR139C</a>
YHR046C,INM1,<i>myo</i>-inositol biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2642902' target='_blank'>2642902</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10096091' target='_blank'>10096091</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10844654' target='_blank'>10844654</a>,"<a href="""" target=""_blank""><i>myo</i>-inositol biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YHR046C' target='_blank'>YHR046C</a>
YDR287W,INM2,<i>myo</i>-inositol biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2642902' target='_blank'>2642902</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10096091' target='_blank'>10096091</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10844654' target='_blank'>10844654</a>,"<a href="""" target=""_blank""><i>myo</i>-inositol biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDR287W' target='_blank'>YDR287W</a>
YJL153C,INO1,<i>myo</i>-inositol biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2642902' target='_blank'>2642902</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10096091' target='_blank'>10096091</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10844654' target='_blank'>10844654</a>,"<a href="""" target=""_blank""><i>myo</i>-inositol biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YJL153C' target='_blank'>YJL153C</a>
YDR173C,ARG82,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDR173C' target='_blank'>YDR173C</a>
YDR173C,ARG82,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDR173C' target='_blank'>YDR173C</a>
YDR315C,IPK1,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDR315C' target='_blank'>YDR315C</a>
YDR017C,KCS1,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDR017C' target='_blank'>YDR017C</a>
YLR410W,VIP1,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YLR410W' target='_blank'>YLR410W</a>
YDR173C,ARG82,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDR173C' target='_blank'>YDR173C</a>
YDR017C,KCS1,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDR017C' target='_blank'>YDR017C</a>
YLR410W,VIP1,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YLR410W' target='_blank'>YLR410W</a>
YOR163W,DDP1,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YOR163W' target='_blank'>YOR163W</a>
YOR163W,DDP1,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YOR163W' target='_blank'>YOR163W</a>
YDR173C,ARG82,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDR173C' target='_blank'>YDR173C</a>
YPL268W,PLC1,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YPL268W' target='_blank'>YPL268W</a>
YDR017C,KCS1,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDR017C' target='_blank'>YDR017C</a>
YDR173C,ARG82,inositol phosphate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11956213' target='_blank'>11956213</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-402"" target=""_blank"">inositol phosphate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDR173C' target='_blank'>YDR173C</a>
YMR108W,ILV2,isoleucine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/3289762' target='_blank'>3289762</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ISOLEUCINE-SYN"" target=""_blank"">isoleucine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YMR108W' target='_blank'>YMR108W</a>
YCL009C,ILV6,isoleucine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/3289762' target='_blank'>3289762</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ISOLEUCINE-SYN"" target=""_blank"">isoleucine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YCL009C' target='_blank'>YCL009C</a>
YHR208W,BAT1,isoleucine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/3289762' target='_blank'>3289762</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ISOLEUCINE-SYN"" target=""_blank"">isoleucine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YHR208W' target='_blank'>YHR208W</a>
YJR148W,BAT2,isoleucine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/3289762' target='_blank'>3289762</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ISOLEUCINE-SYN"" target=""_blank"">isoleucine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YJR148W' target='_blank'>YJR148W</a>
YJR016C,ILV3,isoleucine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/3289762' target='_blank'>3289762</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ISOLEUCINE-SYN"" target=""_blank"">isoleucine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YJR016C' target='_blank'>YJR016C</a>
YLR355C,ILV5,isoleucine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/3289762' target='_blank'>3289762</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ISOLEUCINE-SYN"" target=""_blank"">isoleucine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YLR355C' target='_blank'>YLR355C</a>
YER086W,ILV1,isoleucine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/3289762' target='_blank'>3289762</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ISOLEUCINE-SYN"" target=""_blank"">isoleucine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YER086W' target='_blank'>YER086W</a>
YOL086C,ADH1,isoleucine degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10753893' target='_blank'>10753893</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000051759' target='_blank'>S000051759</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8798704' target='_blank'>8798704</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10989445' target='_blank'>10989445</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8702755' target='_blank'>8702755</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-4109"" target=""_blank"">isoleucine degradation</a>",<a href='https://www.yeastgenome.org/locus/YOL086C' target='_blank'>YOL086C</a>
YMR303C,ADH2,isoleucine degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10753893' target='_blank'>10753893</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000051759' target='_blank'>S000051759</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8798704' target='_blank'>8798704</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10989445' target='_blank'>10989445</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8702755' target='_blank'>8702755</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-4109"" target=""_blank"">isoleucine degradation</a>",<a href='https://www.yeastgenome.org/locus/YMR303C' target='_blank'>YMR303C</a>
YMR083W,ADH3,isoleucine degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10753893' target='_blank'>10753893</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000051759' target='_blank'>S000051759</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8798704' target='_blank'>8798704</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10989445' target='_blank'>10989445</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8702755' target='_blank'>8702755</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-4109"" target=""_blank"">isoleucine degradation</a>",<a href='https://www.yeastgenome.org/locus/YMR083W' target='_blank'>YMR083W</a>
YGL256W,ADH4,isoleucine degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10753893' target='_blank'>10753893</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000051759' target='_blank'>S000051759</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8798704' target='_blank'>8798704</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10989445' target='_blank'>10989445</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8702755' target='_blank'>8702755</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-4109"" target=""_blank"">isoleucine degradation</a>",<a href='https://www.yeastgenome.org/locus/YGL256W' target='_blank'>YGL256W</a>
YBR145W,ADH5,isoleucine degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10753893' target='_blank'>10753893</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000051759' target='_blank'>S000051759</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8798704' target='_blank'>8798704</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10989445' target='_blank'>10989445</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8702755' target='_blank'>8702755</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-4109"" target=""_blank"">isoleucine degradation</a>",<a href='https://www.yeastgenome.org/locus/YBR145W' target='_blank'>YBR145W</a>
YDL168W,SFA1,isoleucine degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10753893' target='_blank'>10753893</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000051759' target='_blank'>S000051759</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8798704' target='_blank'>8798704</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10989445' target='_blank'>10989445</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8702755' target='_blank'>8702755</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-4109"" target=""_blank"">isoleucine degradation</a>",<a href='https://www.yeastgenome.org/locus/YDL168W' target='_blank'>YDL168W</a>
