go_p,count,Systematic Name
negative regulation of macromitophagy,2,"['YBR279W', 'YOL145C']"
negative regulation of maintenance of mitotic sister chromatid cohesion,1,['YDR014W']
negative regulation of mating-type specific transcription from RNA polymerase II promoter,4,"['YCL067C', 'YCR039C', 'YCR084C', 'YMR043W']"
negative regulation of meiotic DNA double-strand break formation,3,"['YDR325W', 'YFR031C', 'YLR272C']"
negative regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination,1,['YDR318W']
negative regulation of meiotic cell cycle,1,['YBR160W']
negative regulation of meiotic joint molecule formation,1,['YMR190C']
negative regulation of meiotic nuclear division,5,"['YBR103W', 'YDL194W', 'YGL194C', 'YGR044C', 'YKR029C']"
negative regulation of microtubule depolymerization,3,"['YER016W', 'YJL042W', 'YPL155C']"
negative regulation of microtubule polymerization,2,"['YCL029C', 'YGL216W']"
negative regulation of mitochondrial fusion,1,['YJL197W']
negative regulation of mitochondrial translation,2,"['YJL062W-A', 'YML129C']"
negative regulation of mitophagy,1,['YJR100C']
negative regulation of mitotic DNA replication initiation from late origin,1,['YBR275C']
negative regulation of mitotic actomyosin contractile ring assembly,1,['YBR160W']
negative regulation of mitotic cell cycle,1,['YBR160W']
negative regulation of mitotic cytokinesis,2,"['YGR221C', 'YHR149C']"
negative regulation of mitotic recombination,3,"['YDR014W-A', 'YOL068C', 'YPL015C']"
negative regulation of ncRNA transcription associated with protein coding gene TSS/TES,1,['YJR119C']
negative regulation of nitric oxide biosynthetic process,1,['YKR071C']
"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",3,"['YGL122C', 'YHR132W-A', 'YNL157W']"
negative regulation of peptidase activity,4,"['YLR073C', 'YLR178C', 'YMR174C', 'YNL015W']"
negative regulation of phenotypic switching,1,['YPL049C']
negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion,2,"['YDR264C', 'YPL179W']"
negative regulation of phosphate metabolic process,2,"['YOL001W', 'YPL031C']"
negative regulation of phosphatidylcholine biosynthetic process,2,"['YLR168C', 'YMR079W']"
negative regulation of phosphatidylglycerol biosynthetic process,3,"['YLR380W', 'YMR079W', 'YNL264C']"
negative regulation of phosphatidylinositol biosynthetic process,1,['YGL181W']
negative regulation of phospholipid biosynthetic process,3,"['YAL009W', 'YHL020C', 'YHR004C']"
negative regulation of phospholipid translocation,2,"['YKL051W', 'YKL126W']"
negative regulation of phosphoprotein phosphatase activity,3,"['YFR003C', 'YGR098C', 'YKR072C']"
negative regulation of phosphorylation,2,"['YOR371C', 'YPL153C']"
negative regulation of phosphorylation of RNA polymerase II C-terminal domain,1,['YOR048C']
"negative regulation of posttranslational protein targeting to membrane, translocation",2,"['YJR117W', 'YML055W']"
negative regulation of programmed cell death,1,['YDR231C']
negative regulation of proteasomal protein catabolic process,1,['YFR010W']
negative regulation of proteasomal ubiquitin-dependent protein catabolic process,1,['YBL057C']
negative regulation of protein autoubiquitination,2,"['YDL122W', 'YLR207W']"
negative regulation of protein complex assembly,3,"['YGR206W', 'YIL095W', 'YKL108W']"
negative regulation of protein dephosphorylation,4,"['YFR003C', 'YHR132W-A', 'YNL157W', 'YPR119W']"
negative regulation of protein import into nucleus,1,['YER120W']
negative regulation of protein import into nucleus during spindle assembly checkpoint,4,"['YGL086W', 'YIL149C', 'YKR095W', 'YPL209C']"
negative regulation of protein kinase C signaling,2,"['YDL240W', 'YDR389W']"
negative regulation of protein kinase activity,4,"['YCL051W', 'YGR086C', 'YIL147C', 'YPL004C']"
negative regulation of protein kinase activity by protein phosphorylation,1,['YDR283C']
negative regulation of protein kinase activity by regulation of protein phosphorylation,2,"['YJR066W', 'YNR047W']"
negative regulation of protein localization to mitotic spindle pole body,1,['YMR055C']
negative regulation of protein localization to nucleolus,7,"['YAR019C', 'YDR523C', 'YGR098C', 'YGR230W', 'YHR152W', 'YML064C', 'YMR001C']"
negative regulation of protein localization to spindle pole body,2,"['YHR115C', 'YNL116W']"
negative regulation of protein phosphorylation,2,"['YCR059C', 'YPR149W']"
negative regulation of protein polyubiquitination,1,['YCL008C']
negative regulation of protein serine/threonine phosphatase activity,1,['YNL157W']
negative regulation of protein ubiquitination,2,"['YDR409W', 'YJR141W']"
negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,2,"['YDL139C', 'YJR017C']"
negative regulation of proteolysis,2,"['YGR132C', 'YGR231C']"
negative regulation of pseudohyphal growth,9,"['YBR057C', 'YBR066C', 'YDR043C', 'YDR480W', 'YGL192W', 'YIL131C', 'YNL068C', 'YNL196C', 'YPL049C']"
negative regulation of pyrimidine nucleobase metabolic process,1,['YJL130C']
negative regulation of pyruvate dehydrogenase activity,1,['YGL059W']
negative regulation of reciprocal meiotic recombination,3,"['YDR285W', 'YJL168C', 'YNL330C']"
negative regulation of ribonucleoprotein complex localization,1,['YDL188C']
negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter,2,"['YDR223W', 'YPR104C']"
negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to chemical stimulus,1,['YHR041C']
negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to nutrient levels,2,"['YEL009C', 'YHR041C']"
negative regulation of septation initiation signaling,5,"['YHR115C', 'YJL076W', 'YKR010C', 'YMR055C', 'YNL116W']"
negative regulation of sequence-specific DNA binding transcription factor activity,6,"['YDR028C', 'YGL048C', 'YGR040W', 'YHR071W', 'YML051W', 'YPL031C']"
negative regulation of sexual sporulation resulting in formation of a cellular spore,1,['YNL231C']
negative regulation of signal transduction,5,"['YDR183W', 'YLR452C', 'YMR028W', 'YOR281C', 'YPR040W']"
negative regulation of single-species biofilm formation,1,['YBR112C']
negative regulation of sister chromatid cohesion,1,['YBR160W']
negative regulation of small GTPase mediated signal transduction,2,"['YHL023C', 'YJR138W']"
negative regulation of sphingolipid biosynthetic process,5,"['YCL005W', 'YGR038W', 'YKL126W', 'YLR350W', 'YLR404W']"
negative regulation of spindle pole body separation,2,"['YGL003C', 'YJL187C']"
negative regulation of sporulation resulting in formation of a cellular spore,1,['YPR054W']
negative regulation of strand invasion,1,['YIR002C']
negative regulation of stress granule assembly,1,['YLR180W']
negative regulation of telomerase activity,7,"['YBR170C', 'YDL126C', 'YDL220C', 'YGR048W', 'YGR280C', 'YKL010C', 'YML061C']"
negative regulation of telomere maintenance,2,"['YGR042W', 'YLR010C']"
negative regulation of telomere maintenance via telomerase,4,"['YDR082W', 'YGR280C', 'YML061C', 'YPL128C']"
"negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled",1,['YDR432W']
negative regulation of transcription by competitive promoter binding,1,['YDR310C']
negative regulation of transcription by transcription factor localization,1,['YNL021W']
negative regulation of transcription elongation from RNA polymerase I promoter,2,"['YGR063C', 'YML010W']"
negative regulation of transcription elongation from RNA polymerase II promoter,2,"['YIL131C', 'YOR048C']"
negative regulation of transcription from RNA polymerase I promoter,8,"['YDL076C', 'YFR028C', 'YMR263W', 'YNL097C', 'YNL330C', 'YOL004W', 'YOR119C', 'YPL139C']"
negative regulation of transcription from RNA polymerase II promoter,121,"['YAL013W', 'YAL019W', 'YBL008W', 'YBL093C', 'YBR066C', 'YBR095C', 'YBR112C', 'YBR160W', 'YBR193C', 'YBR239C', 'YBR279W', 'YCL058C', 'YCL058W-A', 'YCL067C', 'YCR039C', 'YCR081W', 'YCR084C', 'YCR087C-A', 'YDL005C', 'YDL020C', 'YDL233W', 'YDR043C', 'YDR096W', 'YDR173C', 'YDR191W', 'YDR207C', 'YDR224C', 'YDR225W', 'YDR253C', 'YDR259C', 'YDR295C', 'YDR308C', 'YDR310C', 'YDR397C', 'YDR443C', 'YDR451C', 'YEL009C', 'YEL037C', 'YER040W', 'YER159C', 'YER161C', 'YER162C', 'YER169W', 'YER177W', 'YFR034C', 'YGL025C', 'YGL035C', 'YGL071W', 'YGL162W', 'YGL209W', 'YGL244W', 'YGR002C', 'YGR044C', 'YGR116W', 'YGR122W', 'YGR270W', 'YHL007C', 'YHL020C', 'YHL027W', 'YHR119W', 'YIL084C', 'YIL101C', 'YIL131C', 'YIR018W', 'YJL110C', 'YJL127C', 'YJR017C', 'YJR060W', 'YJR063W', 'YJR119C', 'YKL005C', 'YKL032C', 'YKL038W', 'YKL057C', 'YKL112W', 'YKL185W', 'YKR034W', 'YKR064W', 'YKR082W', 'YLR055C', 'YLR071C', 'YLR131C', 'YLR176C', 'YLR451W', 'YML051W', 'YML113W', 'YMR043W', 'YMR070W', 'YMR112C', 'YNL021W', 'YNL023C', 'YNL025C', 'YNL076W', 'YNL097C', 'YNL167C', 'YNL199C', 'YNL206C', 'YNL216W', 'YNL236W', 'YNL239W', 'YNL298W', 'YNL330C', 'YNR010W', 'YOL001W', 'YOL002C', 'YOL004W', 'YOL051W', 'YOL113W', 'YOL135C', 'YOR038C', 'YOR140W', 'YOR279C', 'YPL031C', 'YPL038W', 'YPL042C', 'YPL177C', 'YPR009W', 'YPR065W', 'YPR070W', 'YPR168W', 'YPR179C']"
negative regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source,2,"['YBR239C', 'YPL133C']"
negative regulation of transcription from RNA polymerase II promoter by glucose,11,"['YBR066C', 'YCR084C', 'YDR043C', 'YER028C', 'YGL035C', 'YGL209W', 'YGR116W', 'YJR102C', 'YLR417W', 'YPL002C', 'YPL075W']"
negative regulation of transcription from RNA polymerase II promoter by pheromones,10,"['YDL214C', 'YDR480W', 'YGL133W', 'YGL162W', 'YHR084W', 'YKL116C', 'YOR304W', 'YPL049C', 'YPL216W', 'YPR009W']"
negative regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage,1,['YER028C']
negative regulation of transcription from RNA polymerase II promoter in response to hypoxia,1,['YLR256W']
negative regulation of transcription from RNA polymerase II promoter in response to iron,2,"['YGL220W', 'YLL029W']"
negative regulation of transcription from RNA polymerase II promoter in response to stress,2,"['YDL020C', 'YPR065W']"
negative regulation of transcription from RNA polymerase II promoter involved in meiotic cell cycle,4,"['YDR207C', 'YFL031W', 'YOR229W', 'YOR230W']"
negative regulation of transcription from RNA polymerase III promoter,5,"['YBL008W', 'YDR005C', 'YDR397C', 'YLL019C', 'YOR038C']"
negative regulation of transcription initiation from RNA polymerase II promoter,1,['YFL029C']
negative regulation of transcription involved in G1/S transition of mitotic cell cycle,8,"['YDR451C', 'YIL131C', 'YJR140C', 'YKR091W', 'YML027W', 'YNL068C', 'YNR009W', 'YOR083W']"
negative regulation of transcription involved in G2/M transition of mitotic cell cycle,2,"['YIL131C', 'YNL068C']"
negative regulation of transcription involved in meiotic cell cycle,3,"['YGR044C', 'YNL330C', 'YOL004W']"
negative regulation of transcription regulatory region DNA binding,2,"['YDR098C', 'YER174C']"
"negative regulation of transcription, DNA-templated",11,"['YBL052C', 'YBR103W', 'YBR160W', 'YCR097W', 'YDR192C', 'YIL115C', 'YMR127C', 'YNL229C', 'YOR244W', 'YPL082C', 'YPR023C']"
negative regulation of translation,17,"['YDL160C', 'YDR206W', 'YDR293C', 'YDR432W', 'YDR477W', 'YDR496C', 'YFR001W', 'YGL014W', 'YGL178W', 'YHL034C', 'YIL133C', 'YKL204W', 'YMR116C', 'YNL069C', 'YNL288W', 'YOR150W', 'YOR276W']"
negative regulation of translation in response to stress,1,['YHL034C']
negative regulation of translational elongation,1,['YDL160C']
negative regulation of translational frameshifting,2,"['YMR116C', 'YPL052W']"
negative regulation of translational initiation,4,"['YCR077C', 'YGL178W', 'YPR041W', 'YPR129W']"
"negative regulation of transposition, RNA-mediated",8,"['YBL016W', 'YDR289C', 'YER104W', 'YHR154W', 'YJL047C', 'YLL002W', 'YOR144C', 'YPR164W']"
negative regulation of ubiquitin protein ligase activity,5,"['YBR296C-A', 'YDR099W', 'YER177W', 'YIR025W', 'YPL267W']"
negative regulation of ubiquitin-protein transferase activity,1,['YOL025W']
neutral amino acid transport,2,"['YNL101W', 'YOR348C']"
neutral lipid catabolic process,1,['YCR068W']
nicotinamide nucleotide metabolic process,3,"['YDR481C', 'YKL151C', 'YNL200C']"
nicotinamide riboside biosynthetic process,2,"['YOR047C', 'YOR155C']"
nicotinamide riboside metabolic process,1,['YNL129W']
nicotinamide riboside transport,2,"['YAL022C', 'YOR071C']"
nicotinate nucleotide salvage,4,"['YDR400W', 'YGL037C', 'YLR209C', 'YOR209C']"
nicotinic acid riboside biosynthetic process,2,"['YOR047C', 'YOR155C']"
nitrate assimilation,3,"['YER040W', 'YKR034W', 'YNL229C']"
nitrate transport,1,['YHL008C']
nitric oxide biosynthetic process,1,['YPR048W']
nitric oxide catabolic process,2,"['YGR234W', 'YNL234W']"
nitrite transport,1,['YHL008C']
nitrogen catabolite activation of transcription,1,['YFL021W']
nitrogen catabolite activation of transcription from RNA polymerase II promoter,6,"['YDL170W', 'YEL009C', 'YER040W', 'YFL021W', 'YIR023W', 'YNL314W']"
nitrogen catabolite regulation of transcription from RNA polymerase II promoter,1,['YGL252C']
nitrogen catabolite repression of transcription,2,"['YJL110C', 'YKR034W']"
nitrogen catabolite repression of transcription from RNA polymerase II promoter,1,['YDR207C']
nitrogen compound metabolic process,14,"['YDL171C', 'YDL215C', 'YHR074W', 'YIL164C', 'YIL165C', 'YIR030C', 'YJL126W', 'YJL130C', 'YJL172W', 'YJR062C', 'YJR109C', 'YLR351C', 'YOR303W', 'YPR035W']"
nitrogen utilization,7,"['YCR010C', 'YDL170W', 'YDR384C', 'YGR121C', 'YNL142W', 'YNR002C', 'YPR138C']"
nonfunctional rRNA decay,26,"['YBR170C', 'YCL001W-A', 'YCL001W-B', 'YCR035C', 'YDL007W', 'YDL111C', 'YDL126C', 'YDR280W', 'YGL048C', 'YGL173C', 'YGR048W', 'YGR095C', 'YGR158C', 'YGR195W', 'YHR069C', 'YJL047C', 'YKR084C', 'YMR116C', 'YNL001W', 'YNL178W', 'YNL232W', 'YOL021C', 'YOL063C', 'YOL142W', 'YOR076C', 'YPR164W']"
nuclear DNA replication,4,"['YBR202W', 'YBR276C', 'YLR274W', 'YPR019W']"
nuclear RNA surveillance,1,['YGR271C-A']
nuclear division,6,"['YGR092W', 'YJL080C', 'YKL172W', 'YML085C', 'YML124C', 'YNL210W']"
nuclear envelope organization,7,"['YAL009W', 'YGL247W', 'YHR004C', 'YHR036W', 'YIL040W', 'YJL019W', 'YPL218W']"
nuclear envelope reassembly,1,['YBL058W']
nuclear export,3,"['YDR335W', 'YGR218W', 'YPL169C']"
nuclear import,2,"['YER004W', 'YGR218W']"
nuclear mRNA surveillance,16,"['YBL051C', 'YCL011C', 'YCR035C', 'YDL111C', 'YDR280W', 'YGR095C', 'YGR158C', 'YGR195W', 'YHR081W', 'YNL004W', 'YNL251C', 'YOL021C', 'YOR001W', 'YOR048C', 'YPL190C', 'YPR112C']"
nuclear mRNA surveillance of mRNA 3'-end processing,5,"['YDL175C', 'YIL079C', 'YJL050W', 'YNR024W', 'YOL115W']"
nuclear mRNA surveillance of mRNP export,1,['YOR166C']
nuclear mRNA surveillance of spliceosomal pre-mRNA splicing,1,['YNR024W']
nuclear membrane fusion involved in karyogamy,2,"['YMR065W', 'YPL192C']"
nuclear membrane organization,1,['YLR229C']
nuclear migration,6,"['YHR129C', 'YKR054C', 'YMR294W', 'YOL006C', 'YOR195W', 'YOR269W']"
nuclear migration along microtubule,14,"['YDR150W', 'YDR424C', 'YDR488C', 'YER016W', 'YFL037W', 'YGL216W', 'YKR054C', 'YLR254C', 'YML085C', 'YML124C', 'YMR299C', 'YOR269W', 'YPL155C', 'YPL269W']"
nuclear migration by microtubule mediated pushing forces,2,"['YML085C', 'YML124C']"
nuclear migration involved in conjugation with cellular fusion,6,"['YCL029C', 'YHR005C', 'YJL019W', 'YMR198W', 'YPL174C', 'YPR141C']"
nuclear polyadenylation-dependent CUT catabolic process,10,"['YDL175C', 'YGR158C', 'YGR195W', 'YHR081W', 'YIL079C', 'YNL299W', 'YNR024W', 'YOL021C', 'YOL115W', 'YOR001W']"
nuclear polyadenylation-dependent antisense transcript catabolic process,2,"['YOL115W', 'YOR001W']"
nuclear polyadenylation-dependent mRNA catabolic process,15,"['YCR035C', 'YDL111C', 'YDR280W', 'YGR095C', 'YGR158C', 'YGR195W', 'YHR069C', 'YJL050W', 'YNL112W', 'YNL232W', 'YNL299W', 'YOL021C', 'YOL115W', 'YOL142W', 'YOR001W']"
nuclear polyadenylation-dependent rRNA catabolic process,19,"['YCR035C', 'YDL111C', 'YDL175C', 'YDR280W', 'YGL246C', 'YGR095C', 'YGR158C', 'YHR069C', 'YHR081W', 'YIL079C', 'YJL050W', 'YNL232W', 'YNL299W', 'YNR024W', 'YOL021C', 'YOL115W', 'YOL142W', 'YOR001W', 'YOR048C']"
nuclear polyadenylation-dependent snRNA catabolic process,5,"['YDL175C', 'YIL079C', 'YNL299W', 'YOL115W', 'YOR001W']"
nuclear polyadenylation-dependent snoRNA catabolic process,5,"['YDL175C', 'YIL079C', 'YNL299W', 'YOL115W', 'YOR001W']"
nuclear polyadenylation-dependent tRNA catabolic process,16,"['YCR035C', 'YDL111C', 'YDL175C', 'YDR280W', 'YGR095C', 'YGR158C', 'YGR195W', 'YHR069C', 'YIL079C', 'YJL050W', 'YNL232W', 'YNL299W', 'YOL021C', 'YOL115W', 'YOL142W', 'YOR001W']"
nuclear pore complex assembly,6,"['YBL079W', 'YDR233C', 'YDR424C', 'YER105C', 'YLR347C', 'YPR028W']"
nuclear pore localization,10,"['YDL116W', 'YER107C', 'YGL092W', 'YIL115C', 'YJR042W', 'YKL057C', 'YKR082W', 'YLL023C', 'YLR208W', 'YPL105C']"
nuclear pore organization,13,"['YDL088C', 'YFR002W', 'YGL172W', 'YGR119C', 'YIL016W', 'YJL039C', 'YLL023C', 'YLR018C', 'YML031W', 'YML103C', 'YMR047C', 'YMR129W', 'YMR153W']"
nuclear retention of pre-mRNA at the site of transcription,6,"['YBR111W-A', 'YDR159W', 'YHR081W', 'YJR084W', 'YOL072W', 'YOR001W']"
nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription,4,"['YHR069C', 'YJL050W', 'YOL142W', 'YOR001W']"
nuclear retention of unspliced pre-mRNA at the site of transcription,3,"['YGR006W', 'YKR095W', 'YOR001W']"
nuclear-transcribed mRNA catabolic process,14,"['YDR151C', 'YDR370C', 'YER112W', 'YER146W', 'YGL173C', 'YGL246C', 'YJL124C', 'YKL009W', 'YLL013C', 'YLR136C', 'YMR080C', 'YNL147W', 'YOR048C', 'YOR359W']"
"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay",17,"['YCR035C', 'YDL111C', 'YDR280W', 'YGL213C', 'YGR072W', 'YGR095C', 'YGR158C', 'YGR195W', 'YHR069C', 'YHR077C', 'YLR398C', 'YMR080C', 'YNL232W', 'YOL021C', 'YOL142W', 'YOR076C', 'YPR189W']"
"nuclear-transcribed mRNA catabolic process, 5'-3' exonucleolytic nonsense-mediated decay",1,['YGL173C']
"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",13,"['YAL021C', 'YCR093W', 'YDL165W', 'YDR172W', 'YER049W', 'YGL014W', 'YGL094C', 'YJL124C', 'YJL140W', 'YJR091C', 'YKL025C', 'YLL013C', 'YPR042C']"
"nuclear-transcribed mRNA catabolic process, deadenylation-independent decay",1,['YLR270W']
"nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay",10,"['YAL033W', 'YBL018C', 'YBR167C', 'YBR257W', 'YGR030C', 'YHR062C', 'YLR145W', 'YMR239C', 'YNL221C', 'YNL282W']"
"nuclear-transcribed mRNA catabolic process, exonucleolytic",1,['YDR404C']
"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",14,"['YCR035C', 'YDL111C', 'YDR280W', 'YGL213C', 'YGR095C', 'YGR158C', 'YGR195W', 'YHR069C', 'YKL023W', 'YLR398C', 'YNL232W', 'YOL142W', 'YOR076C', 'YPR189W']"
"nuclear-transcribed mRNA catabolic process, no-go decay",5,"['YCL001W-A', 'YCL001W-B', 'YKL090W', 'YKR084C', 'YNL001W']"
"nuclear-transcribed mRNA catabolic process, non-stop decay",23,"['YCL001W-B', 'YCR035C', 'YDL111C', 'YDR280W', 'YDR315C', 'YGL213C', 'YGR095C', 'YGR122W', 'YGR158C', 'YGR195W', 'YHR069C', 'YLR021W', 'YLR398C', 'YLR442C', 'YNL001W', 'YNL232W', 'YOL012C', 'YOL021C', 'YOL142W', 'YOR076C', 'YPL042C', 'YPL199C', 'YPR189W']"
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",22,"['YDR206W', 'YER035W', 'YER176W', 'YGL173C', 'YGL222C', 'YGR072W', 'YHR077C', 'YIL151C', 'YKL220C', 'YKR096W', 'YLR363C', 'YMR080C', 'YMR125W', 'YNL016W', 'YNL112W', 'YNL118C', 'YOL123W', 'YOL139C', 'YOL149W', 'YOR076C', 'YOR173W', 'YPL178W']"
nuclear-transcribed mRNA poly(A) tail shortening,10,"['YAL021C', 'YCR093W', 'YDL165W', 'YGL094C', 'YIL038C', 'YKL025C', 'YNR052C', 'YOL042W', 'YOR359W', 'YPR072W']"
nucleic acid phosphodiester bond hydrolysis,64,"['Q0060', 'Q0065', 'Q0070', 'Q0075', 'Q0110', 'Q0115', 'Q0120', 'Q0160', 'Q0255', 'YAL021C', 'YAR008W', 'YBL019W', 'YBR098W', 'YBR163W', 'YBR223C', 'YBR228W', 'YBR278W', 'YCR026C', 'YDL102W', 'YDL185W', 'YDL227C', 'YDR121W', 'YDR263C', 'YDR370C', 'YDR478W', 'YEL016C', 'YER041W', 'YGL085W', 'YGL094C', 'YGL173C', 'YGL246C', 'YHR164C', 'YJL087C', 'YJR006W', 'YJR043C', 'YKL011C', 'YKL113C', 'YKL114C', 'YKR056W', 'YLR132C', 'YML060W', 'YML091C', 'YML118W', 'YMR059W', 'YMR137C', 'YMR239C', 'YMR262W', 'YMR285C', 'YMR287C', 'YNL001W', 'YNL072W', 'YNL085W', 'YNL178W', 'YNL250W', 'YNL262W', 'YNR052C', 'YOL042W', 'YOL080C', 'YOR033C', 'YOR258W', 'YOR330C', 'YOR368W', 'YPL123C', 'YPR170W-B']"
nucleobase transport,7,"['YAL022C', 'YBL042C', 'YBR021W', 'YIR028W', 'YLR237W', 'YOR071C', 'YOR192C']"
nucleobase-containing compound metabolic process,13,"['YBR084W', 'YDR226W', 'YER170W', 'YER171W', 'YGR116W', 'YKL024C', 'YKR091W', 'YLR082C', 'YLR209C', 'YOR001W', 'YOR048C', 'YOR247W', 'YPL008W']"
